Code,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Name,Country,Latitude,Longitude,Elevation (meters),Time from GMT
CGO,2008,381.69,381.81,381.8,381.79,381.92,382.36,382.93,383.31,383.54,383.62,383.5,383.51,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2009,383.96,383.89,383.33,383.33,383.64,383.86,384.34,384.8,385.01,385.09,385.08,385.1,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2010,384.98,384.74,384.7,384.85,385.21,385.72,386.32,387.03,387.39,387.4,387.35,387.06,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2011,386.96,386.95,387.0,387.19,387.31,387.74,388.2,388.57,389.02,389.1,388.95,388.87,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2012,388.76,388.73,388.77,388.97,389.21,389.63,390.26,390.9,391.25,391.27,391.12,391.03,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2013,391.15,391.5,391.76,391.89,392.24,392.72,393.26,393.7,393.84,393.9,393.8,393.73,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2014,393.76,393.7,393.74,393.95,394.21,394.61,395.15,395.61,395.81,395.73,395.59,395.5,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2015,395.58,395.72,395.81,396.23,396.71,397.07,397.59,398.14,398.48,398.4,398.34,398.56,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2016,398.69,398.73,398.9,399.49,399.94,400.45,401.14,401.43,401.56,401.63,401.36,400.99,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CGO,2017,400.9,400.98,401.05,401.31,401.67,402.07,402.72,403.28,403.49,403.45,403.5,403.71,"Cape Grim, Tasmania",Australia,-40.683,144.69,94.0,+10 hours
CHR,1984,345.2,345.2,345.99,346.84,346.72,345.7,345.24,344.69,343.96,343.63,344.21,345.04,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1985,345.51,346.0,346.85,347.24,347.25,347.28,346.85,345.97,345.23,344.68,345.1,346.29,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1986,346.93,347.2,347.92,348.79,348.43,348.01,347.77,346.63,346.0,346.07,346.08,346.01,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1987,346.79,348.03,349.09,350.12,350.52,349.95,349.19,348.92,348.68,348.23,348.39,349.57,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1988,350.61,351.33,351.97,352.3,352.48,352.17,351.5,350.77,350.65,350.93,351.2,352.07,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1989,353.25,354.15,355.03,354.96,353.97,353.8,353.99,353.38,352.55,352.33,352.5,353.02,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1990,354.14,355.35,355.5,354.82,354.85,355.19,354.78,354.38,354.02,353.64,353.76,354.44,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1991,355.23,355.82,356.57,356.68,356.35,356.52,356.07,355.01,354.21,354.39,355.14,355.49,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1992,356.28,356.74,357.08,358.33,358.85,357.97,356.93,356.12,355.55,355.35,355.36,356.08,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1993,357.04,357.26,357.59,359.15,359.64,358.35,357.72,357.51,356.9,356.47,356.85,357.86,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1994,358.79,359.41,359.48,359.56,359.75,359.32,358.67,359.28,359.28,359.28,359.28,359.28,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1995,360.93,360.93,360.93,360.93,360.93,360.93,360.93,360.93,360.93,360.93,360.93,360.93,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1996,361.86,362.64,363.04,363.01,362.93,363.38,363.57,362.92,362.92,362.92,362.92,362.92,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1998,366.42,366.42,366.42,366.42,366.42,366.42,366.42,366.42,366.42,366.42,366.12,366.73,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,1999,367.5,368.5,369.9,370.17,368.81,368.46,368.7,367.75,367.07,367.29,367.86,368.58,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2000,369.19,369.95,371.11,372.27,372.02,370.28,369.71,369.33,368.66,368.71,369.33,370.15,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2001,370.79,371.38,371.36,371.36,371.36,371.36,371.36,371.36,371.36,371.36,371.36,371.91,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2002,372.34,372.82,373.81,374.47,374.1,373.65,373.54,373.28,372.81,372.84,373.27,373.88,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2003,374.74,375.3,375.56,375.88,376.26,376.41,376.15,375.65,375.07,374.7,375.08,376.15,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2004,376.94,377.4,378.64,379.32,378.54,377.87,377.71,376.93,376.3,376.35,376.82,377.69,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2005,378.6,379.38,379.56,379.55,380.17,380.43,380.02,379.38,378.95,379.06,379.48,380.22,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2006,381.15,381.71,382.62,383.39,382.25,381.22,381.4,381.09,380.63,380.53,380.84,381.67,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2007,382.54,383.25,384.09,384.37,384.02,384.02,384.02,383.38,382.85,383.03,383.46,383.98,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2008,384.86,385.22,385.47,386.27,386.03,385.47,385.54,385.14,384.49,384.47,385.06,385.8,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2009,386.49,387.63,388.56,388.21,387.7,387.73,387.35,387.35,387.35,386.15,386.45,387.24,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2010,388.58,390.16,390.46,389.49,389.06,389.19,389.22,388.62,388.09,388.33,389.11,389.83,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2011,390.25,390.65,391.03,391.38,392.01,392.43,391.83,390.94,390.59,390.73,391.06,391.56,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2012,392.49,393.77,394.49,394.06,393.13,392.71,392.48,392.47,392.84,393.42,393.75,394.19,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2013,395.87,395.87,395.87,395.87,395.87,396.94,396.6,395.87,395.11,394.85,395.36,396.36,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2014,397.18,397.24,397.63,398.57,397.91,397.09,397.16,397.03,396.94,397.24,397.4,397.4,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2016,403.67,403.67,403.67,404.84,404.27,403.93,403.53,403.27,402.86,402.53,403.27,404.49,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CHR,2017,404.88,404.88,404.88,404.88,404.88,404.88,404.88,404.88,404.5,404.4,404.85,405.76,Christmas Island,Republic of Kiribati,1.7,-157.15200000000002,0.0,-10 hours
CIB,2009,388.44,388.44,388.44,388.44,387.93,389.21,387.51,383.47,384.02,388.29,391.85,395.21,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CIB,2010,395.59,395.84,396.37,391.83,388.15,389.23,387.86,385.56,387.01,390.08,394.93,399.62,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CIB,2011,400.53,398.97,397.29,393.95,392.15,393.51,392.68,390.26,388.53,391.07,397.2,400.3,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CIB,2012,399.82,398.39,399.58,398.62,393.44,392.12,390.45,391.93,395.29,395.99,398.42,399.12,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CIB,2013,399.47,402.27,401.72,398.51,395.06,395.68,397.26,392.53,393.55,399.67,400.93,403.26,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CIB,2014,404.18,402.68,403.21,404.44,402.13,398.92,395.54,394.09,398.05,401.7,403.74,406.03,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CIB,2015,406.62,406.32,406.28,406.4,404.47,403.31,401.65,397.17,398.86,404.11,405.24,406.6,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CIB,2016,406.44,405.17,405.87,405.01,403.79,403.66,401.67,399.74,402.01,406.35,411.14,414.2,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CIB,2017,412.27,410.17,409.73,409.87,411.79,410.65,405.21,401.0,403.3,409.03,411.32,412.43,Centro de Investigacion de la Baja Atmosfera (CIBA),Spain,41.81,-4.93,845.0,+1 hours
CMO,1982,340.69,340.69,344.62,345.06,344.81,342.1,337.72,334.75,335.84,338.91,340.79,342.31,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1983,343.5,344.15,345.76,347.32,345.49,342.88,340.52,336.22,337.29,342.0,345.38,348.03,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1984,347.7,347.24,348.32,348.84,347.97,343.62,340.03,339.99,341.12,342.2,345.18,349.41,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1985,351.38,349.73,349.21,350.02,350.16,348.15,343.66,340.86,343.07,345.82,347.55,350.31,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1986,351.93,351.61,351.04,351.06,351.15,349.84,343.16,340.45,345.05,346.65,347.92,350.6,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1987,352.09,352.29,352.52,354.52,354.42,351.43,346.67,344.28,349.28,353.73,352.86,352.84,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1988,354.72,355.76,356.02,356.59,356.06,353.33,349.53,347.12,348.45,349.98,351.93,355.23,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1989,357.5,358.15,357.2,356.71,357.2,354.95,349.71,347.87,351.97,354.48,354.84,356.19,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1990,357.22,357.51,358.65,359.03,357.86,355.23,351.99,349.95,351.24,354.11,356.71,358.47,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1991,358.97,359.84,360.25,359.83,359.3,357.52,352.02,349.21,353.42,357.61,357.6,357.46,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1992,359.65,361.44,360.81,359.85,360.12,358.22,352.3,347.58,349.35,354.13,356.86,360.31,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1993,363.15,361.84,360.74,362.03,360.92,356.77,352.66,351.24,353.99,358.97,361.63,360.94,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1994,362.51,363.95,362.77,362.49,361.03,358.53,355.97,356.99,362.26,363.52,362.93,364.28,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1995,364.57,362.5,362.53,364.63,364.35,361.85,362.98,362.98,362.98,360.43,362.98,362.98,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1996,367.56,367.66,366.98,367.61,367.49,365.58,360.85,357.07,358.05,364.49,364.49,366.08,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CMO,1997,366.41,365.58,366.73,367.73,368.1,366.02,359.97,356.89,361.05,365.51,365.21,365.44,"Cape Meares, Oregon",United States,45.478,-123.969,30.0,-8 hours
CPT,2012,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,391.0,390.86,390.97,391.16,Cape Point,South Africa,-34.352,18.489,230.0,+2 hours
CPT,2013,391.62,391.62,391.57,392.01,392.23,392.62,393.26,393.58,393.64,393.68,393.64,393.72,Cape Point,South Africa,-34.352,18.489,230.0,+2 hours
CPT,2014,393.74,393.76,393.91,393.74,394.03,394.65,395.12,395.38,395.37,395.47,395.75,395.81,Cape Point,South Africa,-34.352,18.489,230.0,+2 hours
CPT,2015,395.6,395.59,395.82,396.44,397.22,397.26,397.36,397.96,398.11,398.33,398.43,398.25,Cape Point,South Africa,-34.352,18.489,230.0,+2 hours
CPT,2016,398.55,399.0,399.17,399.37,399.81,400.08,400.49,401.13,401.15,400.94,401.09,401.18,Cape Point,South Africa,-34.352,18.489,230.0,+2 hours
CPT,2017,401.25,401.42,401.48,401.56,401.85,402.44,402.99,403.03,402.86,402.88,403.19,403.47,Cape Point,South Africa,-34.352,18.489,230.0,+2 hours
CRZ,1991,354.47,354.47,353.72,353.87,353.57,353.91,354.34,354.73,355.3,355.25,355.2,354.79,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,1992,353.36,352.74,353.16,353.87,354.59,354.97,355.37,355.68,355.77,355.93,355.91,355.4,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,1993,354.88,354.66,354.88,355.45,355.41,355.16,355.58,356.19,356.65,357.07,356.79,356.14,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,1994,356.18,356.13,356.06,356.45,356.78,356.71,356.93,357.68,358.15,358.05,358.06,357.63,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,1995,356.66,356.53,357.19,357.41,357.07,357.43,357.95,358.64,359.46,359.58,359.72,360.04,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,1996,359.4,358.49,358.54,359.06,359.39,359.67,360.34,360.95,360.88,360.63,360.43,360.15,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,1997,359.73,359.42,359.55,359.94,360.38,360.98,361.3,361.36,361.38,361.3,361.38,361.5,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,1998,361.45,361.57,362.15,362.65,362.89,363.38,364.15,364.79,365.13,365.15,364.99,364.88,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,1999,364.64,364.43,364.75,365.16,365.13,365.46,365.13,365.13,365.13,365.13,365.13,366.34,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2000,365.9,365.77,366.08,366.23,366.33,366.74,367.11,367.54,367.93,368.06,367.89,367.64,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2001,367.29,367.09,367.21,367.27,367.65,368.46,368.91,369.12,369.48,369.91,368.24,368.24,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2002,371.4,371.4,371.4,371.4,371.4,370.56,370.82,371.49,371.75,371.73,371.77,371.7,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2003,371.42,371.39,371.86,372.36,372.75,373.26,373.56,373.96,374.17,373.97,373.9,373.65,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2004,373.35,373.28,373.6,374.07,374.45,374.9,375.29,375.66,375.82,375.72,375.53,375.35,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2005,375.38,375.31,375.37,375.71,376.16,376.72,377.24,377.69,377.89,377.91,378.0,377.81,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2006,377.52,377.88,378.05,377.95,378.27,378.67,378.92,379.28,379.53,379.48,379.4,379.36,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2007,379.27,379.25,379.48,379.9,380.28,380.6,381.03,381.52,381.75,381.7,381.55,381.5,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2008,381.56,381.61,381.78,381.96,382.08,382.48,383.12,383.45,383.55,383.55,383.51,383.43,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2009,383.06,382.98,383.33,383.58,383.69,383.97,384.67,385.3,384.04,384.04,385.01,384.78,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2010,384.68,384.35,384.37,384.76,385.1,385.7,386.47,387.24,387.49,387.42,387.25,386.9,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2011,386.75,386.81,386.88,387.06,387.28,387.58,388.03,388.56,388.95,388.99,388.84,388.74,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2012,388.34,388.12,388.6,389.04,389.26,389.79,390.49,391.01,391.25,391.21,391.23,391.18,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2013,390.84,390.65,391.12,391.91,392.41,392.89,393.43,393.78,394.03,394.14,394.03,393.74,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2014,393.48,393.38,393.51,393.96,394.31,394.68,395.29,395.72,396.0,395.98,395.79,394.74,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2015,395.46,395.45,395.81,396.29,396.48,397.05,397.68,398.09,398.46,398.53,398.44,398.28,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2016,398.04,398.14,398.84,399.44,399.89,400.59,401.16,401.35,401.58,401.66,401.31,400.87,Crozet Island,France,-46.434,51.848,197.0,+5 hours
CRZ,2017,400.43,400.41,400.9,401.41,401.79,402.24,402.88,403.53,403.65,403.44,403.26,403.22,Crozet Island,France,-46.434,51.848,197.0,+5 hours
DRP,2006,379.06,379.06,378.46,378.11,378.4,378.49,378.87,379.57,379.69,379.66,379.77,379.53,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2007,378.92,378.97,379.55,379.83,380.2,381.42,380.61,380.61,381.98,381.94,381.8,381.48,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2008,381.37,381.57,381.86,381.98,382.12,382.49,383.05,383.47,383.71,383.74,382.54,382.54,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2009,383.09,383.23,383.36,383.36,383.55,383.92,384.0,384.0,384.0,385.32,385.27,384.88,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2010,384.23,384.12,384.61,385.01,385.4,385.98,386.64,387.32,387.61,387.49,387.38,387.29,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2011,386.83,386.7,386.87,386.97,387.33,387.72,388.09,388.65,388.85,388.77,388.85,388.71,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2012,388.53,388.7,388.96,389.19,389.48,389.83,390.54,391.29,391.32,391.04,391.15,391.01,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2013,390.82,391.15,391.49,391.88,392.51,393.02,393.5,393.87,393.85,393.82,393.92,393.66,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2014,393.47,393.66,393.77,394.24,394.79,394.92,395.17,395.65,396.0,395.98,395.8,395.47,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2015,395.26,395.55,395.99,396.24,396.59,397.11,396.89,396.89,396.89,398.33,398.53,398.4,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2016,398.17,398.41,398.91,399.3,399.77,400.51,401.19,401.57,401.68,401.62,401.38,400.79,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DRP,2017,400.4,400.76,401.15,401.38,401.76,402.3,402.89,401.52,401.52,401.52,401.52,401.52,Drake Passage,,-59.0,-64.69,0.0,-4 hours
DSI,2010,392.56,392.56,395.49,397.33,397.29,392.01,387.73,385.7,385.66,391.97,396.32,396.11,Dongsha Island,Taiwan,20.699,116.73,3.0,+8 hours
DSI,2011,399.53,401.16,400.51,400.42,395.92,391.02,389.05,387.25,387.3,392.67,396.61,397.76,Dongsha Island,Taiwan,20.699,116.73,3.0,+8 hours
DSI,2012,398.55,397.56,396.69,397.5,397.55,394.17,392.01,392.44,391.75,393.77,400.34,401.94,Dongsha Island,Taiwan,20.699,116.73,3.0,+8 hours
DSI,2013,398.87,397.42,399.72,401.55,398.17,395.94,395.54,392.0,391.57,396.0,401.32,404.89,Dongsha Island,Taiwan,20.699,116.73,3.0,+8 hours
DSI,2014,405.08,406.22,406.06,405.71,402.85,398.2,397.32,396.65,397.4,399.05,401.09,406.53,Dongsha Island,Taiwan,20.699,116.73,3.0,+8 hours
DSI,2015,410.38,408.12,406.6,407.45,404.16,401.27,401.24,396.56,395.67,400.07,402.94,408.52,Dongsha Island,Taiwan,20.699,116.73,3.0,+8 hours
DSI,2016,413.83,411.18,408.24,407.46,407.34,404.66,401.95,408.23,408.23,408.23,408.3,411.09,Dongsha Island,Taiwan,20.699,116.73,3.0,+8 hours
DSI,2017,412.22,411.71,412.58,411.27,408.13,405.62,404.99,404.03,403.71,406.16,410.42,413.26,Dongsha Island,Taiwan,20.699,116.73,3.0,+8 hours
EIC,1994,354.76,355.1,355.45,355.05,354.75,355.14,356.16,356.84,356.81,356.57,356.6,357.61,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,1995,358.13,357.69,357.73,358.25,358.25,358.25,357.62,358.01,358.53,358.68,358.71,359.12,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,1996,359.65,359.66,359.34,358.86,358.68,359.06,359.28,359.69,359.94,359.58,359.82,360.88,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,1997,361.39,360.61,359.71,359.89,359.85,359.89,360.85,361.11,360.9,361.32,361.92,362.06,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,1998,362.52,363.23,362.13,361.11,361.88,362.71,363.74,364.47,364.39,364.45,364.59,365.08,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,1999,364.94,364.24,364.35,364.23,364.34,365.31,365.93,365.2,364.88,365.86,366.52,366.8,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2000,367.39,366.51,365.17,365.33,365.36,365.28,365.96,366.65,366.33,366.58,367.12,367.13,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2001,367.59,367.83,367.58,367.15,367.46,368.29,368.25,367.83,367.97,368.34,368.68,369.75,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2002,369.91,369.04,369.0,368.55,368.65,369.94,370.37,370.21,371.36,373.08,373.15,371.93,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2003,371.13,371.2,371.2,371.78,372.19,371.98,372.14,372.21,372.07,372.07,372.26,372.5,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2005,375.54,375.81,375.81,375.37,376.02,376.92,376.92,376.42,376.12,376.6,377.98,378.68,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2006,378.31,378.23,377.95,377.77,377.71,378.1,379.14,379.41,378.54,378.23,378.82,378.79,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2007,378.77,378.62,378.39,379.99,381.67,380.83,380.34,380.1,380.12,380.87,381.42,382.1,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2008,382.86,382.77,382.37,382.01,382.13,382.58,382.37,382.6,382.84,382.68,383.32,384.03,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2009,383.92,383.67,384.03,384.33,384.2,383.89,383.93,384.2,384.59,384.75,384.15,384.15,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2010,385.34,385.98,385.1,384.56,386.21,386.21,386.21,387.07,386.76,386.74,386.9,387.47,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2011,388.14,388.54,388.0,386.57,386.27,387.3,388.13,388.87,388.95,389.12,389.24,389.08,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2012,389.34,389.98,390.03,389.7,389.96,390.58,390.87,390.68,390.78,391.41,391.73,391.76,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2013,392.12,392.38,392.32,392.24,392.92,393.73,393.76,393.71,394.12,394.54,394.53,394.78,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2014,395.2,395.17,394.64,394.48,395.66,396.04,395.5,396.05,395.94,396.05,396.96,397.04,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2015,397.13,397.12,397.09,397.43,397.02,397.18,398.18,398.23,398.13,398.78,399.21,400.13,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2016,400.72,399.77,399.39,400.04,400.21,400.55,400.74,401.48,402.31,401.56,401.23,402.24,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
EIC,2017,402.89,402.78,402.27,402.07,402.13,402.41,402.42,402.42,402.42,402.42,402.42,402.42,Easter Island,Chile,-27.16,-109.428,47.0,-7 hours
GMI,1979,337.82,337.82,339.35,339.81,340.06,339.73,338.48,336.97,335.41,334.58,335.85,338.0,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1980,339.47,340.37,340.87,341.68,342.72,342.6,341.28,339.86,338.18,337.27,338.43,339.33,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1981,340.41,342.54,343.6,343.7,343.75,343.42,342.06,339.91,338.26,338.76,340.08,340.53,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1982,341.74,343.12,343.4,343.6,344.14,343.34,341.62,338.71,336.82,337.91,339.11,340.42,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1983,341.51,342.58,343.77,344.97,346.08,345.91,344.54,342.48,340.19,340.25,341.48,342.39,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1984,343.55,344.57,345.19,346.42,347.33,346.97,346.1,344.37,342.34,342.09,343.2,344.1,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1985,344.8,346.04,347.49,348.11,348.13,347.83,347.12,346.06,344.11,343.99,345.34,346.32,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1986,347.79,348.29,348.71,349.9,350.79,350.17,347.86,345.73,344.76,345.03,346.41,347.31,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1987,348.51,349.69,350.42,351.7,352.8,352.6,350.92,348.51,347.42,347.38,348.21,349.81,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1988,351.07,352.24,353.29,354.12,354.73,354.26,353.16,352.46,351.2,349.97,350.13,351.33,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1989,353.13,354.74,355.47,356.23,356.98,356.43,354.81,351.56,349.58,350.78,352.33,353.15,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1990,354.34,355.63,356.46,356.91,357.41,357.24,354.46,350.62,350.39,351.82,353.13,354.61,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
GMI,1991,356.45,357.51,357.73,358.29,359.04,358.84,357.44,355.21,353.36,353.04,353.93,355.09,Mariana Islands,Guam,13.386,144.656,0.0,+10 hours
